261487454454964225	positive	I love the "on time" part=&gt; @EW: Axl Rose shows up on time, gives Jimmy Kimmel 1st live TV interview in 20 years http://t.co/fhUvLtlj
263602699692568577	positive	As we patiently awaitRT @RealBlackCoffee: Back in Studio putting final touches to the #Album...should be out nxt week Friday.
102525887077040128	neutral	RT @OSUrugby: The @USAEaglesRugby take on Canada tonight @ 9pm EST in a warm-up before the Rugby World Cup - If you have Direct TV... ht ...
101782812151136256	positive	We love the King! 55 years ago today, Elvis Presley released his double-sided hit "Don't Be Cruel"/"Hound Dog",... http://fb.me/18ANKgVue
264098655152267264	positive	Jupiter's almost perfectly in line with the moon. Rather beautiful. May try looking at it tomorrow night via the old telescope.
264259168419065856	positive	@LaurenDrain I admire you with all my heart, Lauren. May the God, that watches over the rest of the world, bless you and keep you x
107114153549901824	neutral	Come and check out UFC 134 this Saturday Night at Wings U at 8pm! Anderson Silvia Vs. Yushin Okami for the World Middle Weight Championship!
262052118314237952	neutral	Monta Ellis / Ellis had just two points on 1-of-11 shooting on Friday against http://t.co/sGCw3dOK #nba
259406353225891840	neutral	"@SOLOGOLDis: Shaq Morris narrowed his list to Wichita State &amp; Oral Roberts. He will likely make a final decision Mon." @ballismylife23
260943363883290625	neutral	@destineejoy I think this kid is a wrestler?!? Imaaa talk to you tomorrow about it!
103111263281881088	neutral	RT @pinkelephantpun: Tomorrow, people. RT @michellemalkin: Wisconsin Recall, Part Two: Fleebaggers face the music http://t.co/XMioL6p
256446533313130498	positive	@thatkid193 im a JR Smith fan hes super athletic so i kind of want him shooting with the 2nd unit him novak kidd camby nd white or thomas
263924299008704512	neutral	Tiffany will be one of the MCs along with CNBlue's Yonghwa and Beast's Gikwang for SBS KPOP Super Concert on November 10.
102629930923339776	positive	@Mark_Ingram28 cause ur cool since BAMA, Mark! Awesome! Roll Tide + watching you every Sunday! God Bless! RTR!
263716188805283841	neutral	Live at the Roxy on the 11th of November!!! get your tickets now! http://t.co/iXElrfWD
258803196921774082	neutral	@tendersociety Pancake mix /does/ keep for a long time! (Pancakes tomorrow morning, then build a quake kit for #ShakeOut day?)
100076573134303232	positive	@TheCrapLab lmao no nigga on NFL fantasy i got pretty good team ill show you tomorrow
176585828284383232	neutral	Premier League Team of the Week: Van Persie makes cut for 10th time this season as Szczesny, Ashley Yo... http://t.co/PYI1PfsR #football
261813525259894784	negative	Even our power point in TOK didn't want to do anything today, so it changed the language. #Friday #TOKadventures http://t.co/uLo1SVP5
262957009274556416	positive	February Stars, 15 years old and still one of the best songs Dave Grohl has ever written. #fact
264104178262102016	neutral	I need to spend the night at someone's house tomorrow then just go to the meet with them!
259938171205345280	positive	OK I guess I will go see Emmylou Harris play her album 'Wrecking Ball' on Wednesday and so maybe you should also come: https://t.co/VhmF9mbl
100137360385249280	negative	@HamHann haha was it as bad as your night in Barcelona with the bucket o chund!?
252342043693678592	neutral	With Enrile finally speaking up, Alfie Anido's Wikipedia page may now be revised with citations. http://t.co/4LLTH5QQ
110466563903201280	positive	Really enjoyed PJ Harvey tonight - contrary to expectations. Even the black feather head-dress wasn't too OTT.
259217347573858304	positive	@SteljesBusiness Ah, maybe you also prefer Zulu. Thanks, no relation! But where, Exeter? Btw the 4th emergency service is the Coastguard.
258156588332888064	positive	@MrRPMurphy @BetteMidler should play April's mom. So the great Kristin Chenoweth can also be on. What an amazing episode that could be!
264006216907362304	neutral	Last Saturday, your PHBmates in Cebu, all performed some of Britney's Hits! Basing on this picture, you'll have... http://t.co/55SKckym
104216608972607488	positive	Next person to comment below wins 4 tickets for tonight or tomorrow night's Colts game against the McAllen Thunder!
176514966499770368	neutral	@Megan_Gunderson tomorrow is casimir pulaski day, and we have school. im asking mr.otool why tomorrow! wanna join me?
254915097972072448	neutral	Queens of the Stone Age's Regular John from Glastonbury during the Song For The Deaf tour &amp; Dave Grohl sat on the stool http://t.co/mitUJIF7
264094708320595968	positive	I hope I can get a ticket to the #1D concert in Belgium!!!You can't order them till Saturday!Pfff...:s
263421303875317761	negative	If I don't feel A1 tomorrow I'm not going to school rs!
264070267867906050	neutral	@PullingLinemen I'm amazed you keep coming up with new names for the league. May want to consider formatting Phil's GOTW though.
245641095978037248	neutral	Anderson Cooper and Kristin Chenoweth on His Coming Out: Anderson Live premiered Monday, with Kristin Chenoweth ... http://t.co/0WYdtsEB
237571817550786563	neutral	@KarimAndSugar I told you Shane would get his 5th-star on Rivals before Signing Day. @Taylor_McNeill7
172921305107136513	negative	If anyone comes to school with the Galaxy Foams tomorrow , I'm mugging them .
101588740299956224	positive	@sgtSlap_aHoe Pretty good.. HBU? Ready to watch the Raiders tonight??
103430455067545600	positive	"@onekybabydoll: Wisconsin don't forget to VOTE TODAY!! VOTE DEMOCRAT!! Go Wisconsin.#WIunion." Its critical to vote. GOP thinks you wont
248002296993177601	positive	OmegaPharma-Quickstep won Gold, with a little help from Compex! Watch out for Tony Martin (tomorrow) &amp; Tom Boonen (Sunday). Fingers crossed!
101438889968939008	negative	so Verlander is starting tomorrow against the Indians and I HAVE to stay over at work. booooooo
262444330390798336	neutral	Just found out about the @theatreeagles production of Dickens performs A Christmas Carol, surely a must this December. http://t.co/mEhqFeCX
264224581387182080	negative	@asht0nizzle @susan_leperaxo Tomm and Sunday most likely. Not sure when I'm going back. No power in NJ
209658021469630464	positive	TOMORROW Venus will eclipse in front of the Sun, an important cosmic event that will prepare humanity for the... http://t.co/7EqNqbfp
237950387846529024	neutral	@ZarifMiah I may have spent 5 minutes watching the poo traverse my sewers as my SimCity flushed its loos...
263791111548588032	positive	The first Coolamon Rodeo is coming up on November 17! A great day of action and a fun day for the family! http://t.co/nVQELIHn
264217261278130176	neutral	I just did a shit load of typing. My group better call me Queen tomorrow.
100001038454624257	negative	looking at the temp outside....hpw did it get hotter as the sun goes down???? Feel like i'm in Vegas just adding humidity
262247797384962049	neutral	Brackett overthrows an open Garner on 3rd down. Lions will go for it on 4th down and 1.
263326353594662913	neutral	Black Triangle Sighting in Oranjestad,  on October 11th 2012 - black triangle ufo with resemblance of a stealth ... http://t.co/xE7uSjBc
259977602901606400	neutral	Rick Stein has taken over Padstow; why should Damien Hirst be allowed to destroy the aesthetic appeal of Ilfracombe? http://t.co/9Dzz3MZt
100032821590110209	positive	@Just1Jerrah vegas here i come yeah watch out las vegas the  bring back the brown sd is taking over at las vegas next week and tomorrow
262989743468457984	positive	Big week... Revs tonight, Ice Cream @tuptuppalace Tuesday, and upstairs for Project X @DigitalNCL Wednesday for Halloween. Totally buzzing.
255707585934655488	neutral	Today is the las day to buy Big Krit/ Slim Thugg tickets for their show in Starkville tomorrow @ Ricks Cafe
101550065839124480	neutral	The raiders play the cardinals today let's see how they start off pre-season. Last yr they were weak AF
263971283690209280	positive	Good chat this morning with @johnleebrandon about @CIFC's terrific run in the FA Youth Cup. Lead report in Friday's Echo.
238411454137655299	positive	@nolimitcattleco We haven't talked about it yet. However, we are very excited about the Jan Revolution heifer calf that is inside of her.
111598718406496256	neutral	So I just saw the commercial 4 Michael Jackson THE IMMORTAL World Tour by Cirque du Soleli is going to be here July 20 & 21 @mynameisaramie
240628203134271488	positive	@bobmcbobbob1 Optimism: Pancake day on Sunday.
260925968720490496	positive	Got nothing going on friday night? Good cause now you do! Come on down Black Forest in Eugene. If 100 people show... http://t.co/aE4Epm78
100576642606432257	positive	I spent the majority of my weekend sitting in bed, editing & watching the entire 1st season of Dexter. 'Twas divine. I have no regrets.
261140278944088066	negative	@EBGamesCanada may I have an industrial revolution code for my pre-order of Bioshock Infinite? I got one from the store but cant redeem.
263033339252981760	neutral	Join us THIS THURSDAY for the Introduction to our Dramatic Reading of Charles Dickens's A Christmas Carol. 11/1 6-7pm.
264148403112517633	neutral	@bbcquestiontime From this performance it is obvious why David Miliband comes up 1st when you google Miliband! #onetowatch
100245914714775552	positive	To anyone planning on watching the Teen Choice Awards tonight. Spoiler Alert: The winners are Justin Bieber and Twilight.
100003775439306752	neutral	Auburn just wrapped up Saturday practice, interviews beginning shortly.
264034022471127042	neutral	50 lakhs to 1600 crores. Gives some sense of how Maino became the 4th richest politician in the world!
258763026524676096	negative	My suicide note would be the picture of Mark Martin that I kept in my wallet in 7th grade.
258895164486062082	negative	@SpikeEskin also i hate this themed PPV's what if i want to see an Elimination Chamber in july? I gotta wait six months?
246011852948111360	positive	I know it's in January but I cant wait for The Royal Rumble #WWE
228051598566371328	neutral	@DonJuan52 that's what I like to hear! Friday is my margarita day
100197007053950976	neutral	Today on the Jasmine Brand: Lil Wayne Says Atl Crowd Sux, Beyonce in Part 2 of WTT Trailer + Rihanna Straddles Old Man http://bit.ly/9EAAvT
256762796618952704	positive	Tonight: a show in DC. Tomorrow: Greensboro NC! It's been too long since I've performed. So exited to see everyone and play the new tunes!
101814905275039744	negative	@Plain_Pete yah I know it's on. But it keeps saying Monday night football and says MNF on the scoreboard. I'm just confused bc it's Thursday
247430939624480768	positive	Happy Birthday Nick J  May you live long and Happy :)
261591107106902016	neutral	catch NCAA Men's Basketball Finals Game 3 today, 12:45pm live on TV5 and replay on AKTV right after the PBA 2nd Game. #SanBedaRedLions
264067944458371072	neutral	@WFAN660 Paterno wouldnt be charged. All hearsay on him and he did do his job (minimal as may be). He reported it. Rest is speculation.
100061423287287808	neutral	@A_Bautista26 Wow really? I go to Mexico every December to spend the holidays over there.(:
263283844860493825	neutral	Bill Murray: Yeah, on Monday I am off to meet Infinity Ward about the next game, Modern Warfare 4, Im doing work on the sequel to MW3
226345800261849088	neutral	Just watched the Haye - Chisora fight from Saturday night. Haye smashed it. #boxing
237887124450463744	neutral	5 Times Oscar winner John Williams will receive a lifetime achievement award at the Classical Brit Awards on October 2 at Royal Albert Hall
262347177588830208	negative	http://t.co/MVcHYgAE  Visit to #Iran by five Euro MPs was called off Sat after Tehran refused to let them meet with a jailed activist
261239089305624576	neutral	@ForsakenMango I may or may not buy you a Halo 4 Ost when I get my paycheck.
254598977389985792	positive	@snap_kaka_pop Just sent the #ffc Unibet preview for tomorrow through and, by the way, Louis Saha's genuinely two-footed.
264136885943812097	positive	Awesome wedding shoot in Amsterdam today, excited fot the next one on Saturday in a castle in Utrecht... previews coming soon....
102962966323937280	negative	@Tayyl0rgang you won't see me tomorrow :( on my way home from Alabama...
264211558014529536	neutral	@oohheeyitsSarah Are u coming up the 17th. Davis is playing Hawaii for vball so we will see Chris Webb and Scott Wong. ur mom &amp; my mom are!
195588830936580096	neutral	Today I spent all of the money at H&M & TopShop. Thought I might faint in Zara so that has been postponed until tomorrow. Also: sun!
245205778473041920	negative	Can't wait to hear tomorrows CMAG Meeting about HORNY (CoNI ) Report. Baages wait &amp; watch you will be grilled tomorrow ! CMAG a hope.
100032889898532864	neutral	RT @NickRexum: So @NickHexum apparently just announced at PowWow #311Day is in Vegas and there is another cruise in May (to Hawaii). Too ...
263938647852732416	positive	HOLY SHIT JACK WHITE TOMORROW! When he plays seven nation army it'll be INSANE
260905747418845184	neutral	"Champions League is in Mourinho's blood": Paulo Sousa thinks Jose Mourinho may consider his time at Real Madrid a failure if he does...
110389471295451136	positive	RT @VictoriaCoren: Oh look, Four Lions is on Channel 4 tonight. Do watch it if you haven't before. Brilliant film; I properly laughed an ...
230788210488377345	negative	@Chewbekahh But if he shaves again like at Elimination Chamber earlier, i may have to hit him!
258294705069113344	neutral	Tomorrow she is @RTEDigital reporter at Davos for Geeks. Perhaps she'll bring us home an internet gazillionaire instead http://t.co/YWhYslaV
261812763255529472	neutral	The Pacers are counting on Paul George to step up, Gerald Green and DJ Augustin are your adds... Nat 2nd in the East, son.
259416408981643265	positive	Mark Martin's the 1st to crack 191 mph, and now leads a MWR 1-2 (Bowyer 2nd) and Toyota 1-2-3 (Kyle 3rd) after 36 cars. #NASCAR
100184521005211648	positive	RT @Jessica1294: @supermac18: Omfg Britney is like here in MA... AHHHH!!! along with Nicki Minaj. Omggg the concert is tomorrow :DDD thi ...
107189808840978432	positive	on the bright side DWTS cast cumin Mon. my girl Kym better b on &hav sum1 that she has a chance 2 win again! go Kym !  ;-)
263427789703770112	positive	Got so much accomplished today ! i hope to see lots of happy faces tomorrow @FairmontPacific Rim for the wine&amp;cheese info for Bella Bay ! :)
174423831245627393	neutral	watched Unofficially Yours with Richard Mark Morcella, his partner and Jaja Abastillas
256205625158168578	negative	Maino thinks I'm really going to this 2 hour tomorrow.. I'm not going! I. don't. give. a. fuck!
264076764597346304	neutral	@LowerEastScribe AAs being regulated to Feb I agree with you. Malcolm X being taught in 2nd grade I can go either way on.
255665713581285376	neutral	Oct 9 1888 The Washington Monument officially opened to the general public. Have you been to visit?
255235361964425216	neutral	Mumford &amp; Sons tickets for the extra London O2 Arena show on Dec 18th are onsale now. http://t.co/YouEGO2T #mumfords
264096361081884672	positive	@Real_Liam_Payne Saturday I buy my ticket for the #TMHTOUR in Belgium! I'm so happy!!!!
264001507555438592	neutral	@sardesairajdeep 1st step towards diluting the issue? Did you ask the same Q when it came to Gadkari?  @malviyamit
100607510523822081	neutral	RT @ChrisInKingston: Real Madrid have signed a seven-year-old Argentine boy, a spokesman for the club confirmed on Monday http://tinyurl ...
257025945578381312	positive	Kyle Williams has 'good chance' to play Sunday for Bills: 'Dealing with an ankle injury, Williams got back to pr... http://t.co/MnDgwcqY
101060074771984384	neutral	"@RAIDERS: The Raiders are on the field for their Tueday afternoon practice as they get ready to face Arizona Thursday night in Oakland."
263180504017285121	neutral	Wisin &amp; Yandel record song with Ricky Martin, JLoTimes of IndiaThe reggaeton duo Wisin &amp; Yandel announced Monday... http://t.co/I4SOY1Xx
251070185480531968	neutral	Catholics give up stuff for Lent, Jews are fasting today...being Presbyterian is starting to feel like the "Casual Friday" of religions! ;)
103142957296795648	neutral	The final B-Lg draft pick game is tonight on MNF (ESPN).   @sfgiantsfan55 (NYJ) vs @OsunnyG (HOU).  Current leader is Ken with 27 pts.
262844713323859968	negative	I haven't bought my kit and NCS is tomorrow. My frame of mind right now is just #leaveityeah
261945756418707456	positive	@T_ina_82 Looks gorgeous! I'm going to try it out tomorrow. Do you have a base colour or just two coats of Northern Lights in the picture?
258349170107224065	negative	@JessieWagnon @tcswagg NOOOOOOOOO!!!!!! Maybe you can just look over it right before the test tomorrow and do that first
261821970738475008	positive	HRT: We have to try and improve the car: Oct.26 (HRT) The Formula 1 World Championship returned to action today ... http://t.co/ysITtmbb
264244722271387648	positive	Proud of Aishwarya's French honour: Big B: Mumbai, Nov 2 (IANS) Megastar Amitabh Bachchan says he is proud that ... http://t.co/x5721z5E
264214691746816000	negative	I may ask my doctor for Ambien on election night. I'd rather sleep through it and hope I wake up to footage of Mitt crying over his loss.
113726888748384256	neutral	Tonight - we test one of our Nuit Blanche projects! Nuit Blanche is coming up! What are we doing you ask? http://t.co/5Y8wCv9
258334156705116160	positive	Please join me in welcoming our next US Senator from the Great State this coming Monday.  Check out HRT's website for details.
100155757357576192	negative	@mikemassaroespn is no Brad K but he's playing hurt today too.  @nascarnowespn at 9am et ESPN 2  http://twitpic.com/62ds88
264244275452198912	neutral	MAYBE. i'll text you tomorrow Lauren lol i get queasy giving blood. we'll see....
100484040750149633	neutral	@cicelycindy @blitzmegaplex Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 August
264053734512926720	neutral	Team Foster Call will be on tonight Thursday November 1st, from 9pm-10pm Eastern 712-432-0900 new access code 833433#. http://t.co/4fWjyNkM
222639754645221378	positive	Inmarsat's SwiftBroadband Soars to New Heights: Inmarsat (LSE:ISAT.L), the leading provider of global mobile sat... http://t.co/wYM5S74b
108291720541777921	negative	@Hopesolofans1 @hopesolo I hope my iPhone gets service tonite to find out about DWTS cause I have no power from the storm. No tv no nuttin
231019454958559232	negative	Fraud fears as IEBC turns to old poll kit: The electoral commission on Wednesday said it will take measures to e... http://t.co/qpItUlBn
263777521710006272	positive	@ChemicalJericho @xCescaCenax @Vasso_Cenation @HeadshotZombie Happy Halloween spend it with Bruno Mars and shenanigans http://t.co/KTV8sfFl
263986227856936960	positive	Happy November 1st SWEET friends!!! SWEET Thursday NOD's (names of the day) are.....Charrish, Selma, and Aiden.... http://t.co/xzJgrSfd
262329817293266945	neutral	@natalieeelouise one word-DOWNLOAD !!!!! you and your girlfriend, sat watching Rammstein, you know you want to. You can do it
264137347342430209	negative	Apparently Justin Beiber is in the area. I know this because I have students (plural) missing school tomorrow to see him.
264084173407543298	positive	Pray for: the peace of Jerusalem. Pray for the peace of Jerusalem! May they be secure who love you! #Ps122
262493242107494402	neutral	Sejesong Sunday Sessions @ Imbizo Busy Corner ( Midrand Ivory Park Ext 2 next to Eskom ) is the place to be 12:00 pm Till Late
111718815578062848	positive	@LeighFrancis best thing about thursday is Celebrity Juice =)
262288011763523584	negative	Watched The Vow for the 5th time and I'm still tearing. What's wrong with this movie. It's tooo... omg i can't even.
259868508035358720	neutral	@louisck is hosting #SNL on Nov 3. It will be epic. Like if the ghosts of Gilda Radner&amp;John Belushi mated w/ Bill Murray &amp; had a comedy baby
221734545760862210	neutral	I added a video to a @YouTube playlist http://t.co/XfMkj04h FRANCIS M. - History of the Disease - March 7, 20
258269106518761473	neutral	I'm representin for the seat where Rosa Parks sat...Where Malcolm X was shot, where Martin Luther was popped...
252182880984379393	positive	X factor, home made goodies, jacuzzi and Sacha Baron Cohen. Perfect Saturday evening with @SuzieInnocent
243625104515424256	neutral	Ryan Reynolds may be back for a prequel or sequel to Safe House, with or without Denzel Washington. Script is in the works.
264246408385814528	neutral	Wilfred Kiboro joins Family Bank as Chairman, a day after he quit Standard Chartered Bank. He takes over from founder Titus Muya on Jan 1
178382180475604992	neutral	Lil Wayne Gets Intimate With Nicki Minaj's Lips! Caught Red Handed at the NBA All-Star Game (Exclusive Photos/Video) http://t.co/6EipSeEf
223442418937233408	positive	#Jedward wins the last at #Newmarket. Tom Segal of the Racing Post will be back tomorrow to preview every race at the #JulyFestival. #racing
111416468951941120	positive	child like excitement building ahead of the #RWC think my 2nd team is going to be Tonga #loveabitofbiff
263963495387783168	negative	Francesco Totti thinks Roma will be unable to catch Juventus &amp; wants the #SerieA side to aim for 3rd this season http://t.co/13FxCEbw
263570249012637696	neutral	Wonder if Chris Christie can cancel Valentine's Day and move it to April..Flowers are cheaper!
101454064570732545	positive	Rick Porcello is not Rick Wild Thing Vaughn. I am worried the real Ubaldo is back. Good thing Verlander is tomorrow. #tigers  #yikes
203656695283597313	neutral	Dalken with RBI single to RF scores Cofield from second. Jags lead 11-3 with 2 out in the 9th. Troy pitching change coming up.
100016173130858496	neutral	What's going on tonight in Detroit...
261268285599907840	neutral	@alfredoflores follow @amandawanxo and meet her on NOVEMBER 26, she'll be at the bell center by 4:00 pm. PLEASE FREDO.
237501131314581505	neutral	This Saturday!  Come see what it's like to train for the NFL Combine at Body Space Fitness.  Click the link below... http://t.co/kpT4Ltxm
264004841834156032	neutral	thursday morning freestyles. im the rap game white larry bird
246643883054866433	positive	I am hosting the Open Lobby! Saturday 15th ( Tomorrow ) 1:00PM - 3:00PM UK Time Gamertag "iL Ash Li"  Be there guys it's going 2 be awesome!
108200058473811968	positive	I love you all so much. Come join us on Saturday evening for the UGA v. Boise State game. Game is at 8pm, but we... http://t.co/eF9iQB8
167262194898182145	positive	WWE #raw should be interesting next week. The Road Dogg returned to WWE at the Royal Rumble and Shawn Michaels is going to be on Raw Monday
257858822385831936	neutral	I just want all of you to know that I foresaw Ricky Martin being gay when I was in 3rd grade
258291537073565696	negative	@ChrisLong88 look at the countries we're playing, we were 6th seeds. Also we're missing Ched Evans, Bellamy, Ramsey, Collins etc etc!
259359238776840193	neutral	@A_Collier The Galaxy S III will be available in select stores this weekend and in all MetroPCS stores &amp; online on Monday the 22nd. Thx,JG
176907848574439424	negative	Didn't get a chance to post this the other day. Goodbye Ralph McQuarrie. May you return as a Force ghost to guide young artists... #StarWars
90832477970636801	neutral	Today's news: Democrats offer Republicans everything they asked for; Republicans demand more. Not hard to understand: R's want a shutdown.
248812758102048768	positive	finally listened to Wrecking Ball before I see the concert tomorrow evening!!
102720594092630016	neutral	get your tickets for the OFFICAL SOUTH ALABAMA FOOTBALL JUMPOFF!! only $5 !!!!   Club insanity SEPT 1!!!
109002569942175744	neutral	If he truly loves his party, Boehner should be doing all he can to schedule Obama's address on the same night as the GOP debate.
240754976501149696	neutral	Ideal Home Show at Christmas - Earls Court 14-18 November, has partnered with ITV to bring Dancing on Ice to life at the exhibition.
261311818113372160	positive	Really looking forward to the Passion 4 Pink event tomorrow night at Medusa in Brownsville. It's perfect for a... http://t.co/g9GQrLaE
261850409084276736	positive	@trisigma last Thursday the Alpha Chi chapter initiated 37 beautiful young ladies after we had just celebrated 70 years at Murray State!!
262468015864545280	neutral	We are in search for Trade Sales Manager in Muscat, Oman. If interested you may APPLY @ http://t.co/V3WQuSkM
263225115741925376	positive	@BrianMacleodRLP Thanks for the follow Brian! Hope you have a Super Tuesday!
251706777488461824	neutral	Continental Senior Living will have a booth on the square for Pancake Day on Saturday. Come by to learn more about... http://t.co/zvNlIyvL
250987416377253889	negative	Liz is kinda dumb when it comes to men. DNA swapping isn't even bad in Port Charles, it's just called Tuesday. #GH
262313128333803520	negative	@KRuddMP listed as star attraction for Aust-China event today. Rudd's office say he never committed, PR in charge says he cancelled Friday.
264166045626015744	neutral	you going to rugby practice on sunday #somethingISayAlot
100454339935617024	positive	Kim Coates was awesome on #Entourage tonight. Although it makes me really miss Sons of Anarchy. Can't wait #SAMCRO
210209244912422912	positive	@mzmocha_barbiee Girl I been in Timmonsville since May 4th and Yayyy you miss me Lol
263338193968037889	negative	A 19th journo murdered in Somalia / Tokyo 2020 unveils stadium design rivals/ Why Madrid says it needs 2020 Olympics / http://t.co/ylSLefYT
264156121747558400	neutral	Hey everyone! If you are competing in districts at Lake Braddock on Monday you need to make sure to do the DECA test by 5pm tomorrow!!
261546316222586880	neutral	A little CAK-Alcoa primer before tonight's State Farm Rivalry Thursday game.... http://t.co/DMTHpnsY
261651020411727872	positive	#Commit2Mitt Bus Tour stops: Avon Lake, Fairview Park, Mentor, Chardon &amp; Kent.  Hope to see you there tomorrow! http://t.co/HgUpui1v
